URL,User Name,User Location,Friend Count,Review Count,Photo Count,Elite 17,Review Date,Review,Rating,Rating Extracted,Restaurant Extracted,Restaurant Extracted
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Gerald N.,"Fort Worth, TX",343,39,316,,11/24/17,Frenchy's chicken is a Houston staple when it comes to chicken it's some of the best chicken I've had in a long time you can't go wrong with the 3 piece and two sides meal.,"alt=""5.0 star rating""",5,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Kandis J.,"Houston, TX",321,196,342,Elite ’17,2/26/17,"So ever since I moved to Houston all I would hear about is Frenchys this and Frenchys that. However I'm just like .... whatever! Anywho, I got to try Frenchys for the first time during Super Bowl weekend. So you know the lines were insane. My companions and I opted to go inside because the drive thru line did not look as if it was moving any time soon. 
The menu was so overwhelming I just could not decide on what to order. That is when the person taking my order informed me to I guess get the original with chicken and fries even though I was sad it didn't come with the biscuit smh. (Oh oh oh apparently the sweet tea isn't all that so Texas just CANNOT be the south and my thoughts remain the same on it being the Midwest) 
It only took less than five minutes to receive my other and everything was good. Although I will say I liked my chicken better as leftovers but the fries were yummy with whatever kinda salt they sprinkle on top. 
I would highly suggest this is be a drunken night too spot though because I just couldn't imagine eating this on a regular sober day. Maybe it's me but it was an heavy meal that my body just couldn't handle.","alt=""4.0 star rating""",4,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,travis l.,"Houston, TX",13,111,22,Elite ’17,6/1/17,Frenchy's oh Frenchy's...you're my addiction my fried chicken affliction. I can't get enough of you. I feel dirty when I eat you and at the same time crave for more. I am so sad you're leaving your original location I hope all the best for you at your new spot. I hope you still tickle my funny bone like you have done for years when you start slinging at a different spot. Campus meal=my crack cocaine,"alt=""4.0 star rating""",4,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Aaron M.,"Houston, TX",352,302,30,Elite ’17,5/22/17,"If you're getting hot fried chicken - it's damn good. You'll have grease running down your forearms and want some more. If you're getting cold tenders, blech. 
Staff loves sliding those doors shut in your face. You'll receive very little customer service no matter your color or creed (we sat and watched, hilarious).
But, there's just something about this chicken. Man it's good.","alt=""4.0 star rating""",4,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Linda E.,"Houston, TX",491,539,2406,Elite ’17,8/11/16,"This classic Houston joint serves some great tasting chicken. Crowds have been flocking here for ages to enjoy that homemade taste that is associated with Frenchy's. Is it the best chicken you can find?, not by far. For me personally, I think I have dabbled on too many variations of fried chicken. I must say that the ones that are top contenders are definitely the Palestinian and Chinese versions. 
Frenchy's version is well made but it fails to deliver those punchy flavors that other versions offer. This version reminds me of a home cooked one with no secret recipe to boast. You will definitely enjoy it though! My favorite part of the meal is always the biscuit. This is how I imagine Martin's mama biscuit tastes like! Still although no my favorite, it is still a Houston classic that should be enjoyed at least once.","alt=""3.0 star rating""",3,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Son N.,"Houston, TX",34,24,99,,9/7/17,"It's been awhile..thought about bw3..but went for frenchys ""king special"" now called kings something..got my jalapenos and substituted the wings for thighs in my order..got my family some..its been over a year since I had it..yummerz..opened till 12am","alt=""4.0 star rating""",4,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Brianna B.,"Houston, TX",276,66,71,Elite ’17,1/11/17,"You would be blocking your blessings if you decided not to go to this place because a couple of yelp reviews labeled it as ""sketchy"". First and foremost I'm not sure what exactly constitutes a place as sketchy but no one has ever gotten robbed or harmed trying to get a wing special. Frenchy's is a legend around these parts and I feel as though anyone visiting this city needs to try it at least once. This isn't your Popeyes or your KFC chicken. Although seemingly small in size their wings are like no other and I wish I had the seasoning on their fries at my house. You get a pepper and cornbread or biscuit with some other combos as well. Everyone knows that a strawberry soda is a perfect combination with chicken. They don't carry hot sauce here but no worries a real southern girl keeps a couple of packets in car and purse.","alt=""5.0 star rating""",5,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Karina T.,"Houston, TX",58,49,74,,7/27/17,"Prices went up, service is slow, wait is still loong but OMG the chicken is so soooooo good!","alt=""4.0 star rating""",4,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Claire L.,"Houston, TX",141,75,22,Elite ’17,1/12/17,"It's located right outside of UH (scott street).
I used to go here in freshmen and sophomore year, around last night with my friends. 
To be honest, the area and environment is not the best. But they open till like 3-4am and the chicken is pretty good considering the price. 
I don't go anymore but I think if you want chicken around school you could visit there.","alt=""3.0 star rating""",3,frenchys-chicken-houston,frenchys-chicken-houston
https://www.yelp.com/biz/frenchys-chicken-houston?start=0,Tieon O.,"Shreveport, LA",120,172,828,,3/3/17,OMG the chicken was super yummy! The french fries was right! The chicken tenders was juicy and seasoned well! The customer service was poor but the food made up for it! I will return!,"alt=""4.0 star rating""",4,frenchys-chicken-houston,frenchys-chicken-houston
