URL,User Name,User Location,Friend Count,Review Count,Photo Count,Elite 17,Review Date,Review,Rating,Rating Extracted,Restaurant Extracted,Restaurant Extracted
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Garth V.,"Houston, TX",7,310,2,,7/13/17,"I eat at this restaurant on a regular basis, usually it where I go alone sit at the bar eat have a rita and watch a baseball game. The bartender/waitress is Stephanie and she is always wonderful and on point. 
This past week I went in with my girl, best friend and a couple of neighbors. The wait service was very good as usual however the kitchen totally botched my girl and my order. Forgot the appetizer and our dinners were missing the toppings and some of the other items. We told Stephanie and she went and got the manager.
The manager is Joseph, and I can not say enough ggod things about this gentleman. He was apologetic, cordial and very professional. He took care of the issue brought she and I a couple more drinks and then gave a discount on the meal. I also will add that the food was excellent as well.
Joseph is a true profession and an asset to the Molina Restaurants. Well done Sir and thank you!","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Art D.,"Houston, TX",107,250,97,Elite ’17,11/15/16,"Great time! Parking was valet because there is not much available. I did not eat so can't comment on the food. Just had margaritas and chips. the Margaritas were excellent! I visited on a Friday about 5:30 ish, happy hour and was there until I cant remember because we had a blast. In the bar area the service was great and there was plenty of eye candy. It looks like a stop before hitting a club or something. I was not complaining by any means. I do plan on visiting again and having a meal along with my Margaritas!","alt=""4.0 star rating""",4,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Mandy D.,"Fort Collins, CO",481,59,270,,11/14/16,"The food is pretty decent, but most things about this restaurant are decisively average. Average service, average atmosphere, average alcohol selection, average food. It feels a little bit like a chain. 
However, they do have a good mango chicken salad - rare for a mexican joint.","alt=""3.0 star rating""",3,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Katie T.,"Cypress, TX",7,97,1,Elite ’17,4/12/17,"Best queso (José dip) in Houston, and trust me I've tried them all! The Molina's location on Washington is the best, over all the other locations. Also, they have the best enchiladas! Margaritas are delicious and extremely strong, but a little acidic so I recommend that you drink one and just continue your night with beer!","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Cami P.,"Downtown, Houston, TX",60,17,,,3/1/17,"Came for a birthday party, and my meal wasn't brought out until 10-15 minutes after the other people in our party were served, and only after I reminded my server that I still needed my food. My entree, baja fish tacos, was flavorless (I did not eat it, and was offered another meal, but declined given that many of my table companions had completed their meals before I was even served the original entree). Once the meal was completed, half of our party was able to pay their bill and leave. The remainder of the party experienced slow service during check out, and were delayed in leaving by approximately 30 minutes (at one point, a person approached the manager to get some help completing payments, and it still took another 10-15 minutes to get cards back and leave). 
I was disappointed with my experience and will not be back.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,David P.,"Houston, TX",0,8,,,8/7/17,"I have dined at Molina's for over 30 years, starting at the Westheimer location, then the Bellaire Blvd. location, and now the Washington Ave. location. The food is great - the carnitas are one of the best dishes in Houston. So why the one star review? I recently was having a dinner party at my house, and ordered two dozen tortillas to go. The charge was $18! We all know what tortillas cost, and there is no way to justify this highway robbery. Perhaps management will see this review and reconsider their pricing practices .... nobody likes being ripped off.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Madison R.,"Houston, TX",0,15,15,,6/3/17,"Terrible. Staff didn't even give us silverware, both salsas were spicy, enchiladas were nothing like the description, tacos came with no sour cream or cheese to dress it up, over all just bland and not tasty will not be coming back.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Amanda S.,"Northside, Houston, TX",0,1,,,9/21/17,"This place let us down tonight! We try to stay positive and give great feed back but tonight was terrible. The waiter (Ruben) did a great job. But the bar staff and manager were beyond rude and showed poor customer service. Molinas has good food but it's not worth it, when there are so many other ALL around better Tex-Mex restaurants in Houston.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Craig S.,"Houston, TX",1,31,4,,5/21/17,"The food here is about the same as you would expect in a Mexican restaurant at an airport in Kansas City, or north of there somewhere.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Roger A.,"Houston, TX",0,1,,,9/21/17,"I've never posted a review and always try to give good feedback where possible, but this place tonight was absolutely horrible. Horrible bar staff. Horrible management. Decent food. The ONLY upside is location. Houston is a great city and there's just too many great options to pay for rude/poor service. Spend your hard earned money at El Teimpo, Pappacitos, or Ninfas.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Alana I.,"Houston, TX",139,78,75,Elite ’17,3/6/17,"Came here on a Friday night around 8pm for dinner and drinks. The parking lot was full and only valet was available. We didn't have cash on us so we ended up parking across the street. We were welcomed and seated right away. The restaurant seems pretty big and well staffed so there was never a wait and we had multiple people waiting on us. Our drink orders were taken promptly and the margaritas were brought out fast. They gave us complimentary chips and salsa and we ordered a small queso too but it ended up coming out with the rest of the meal which was slightly inconvenient. I think my bf got the Molina's plate (or something along those lines) and I got the vegetable quesadillas. One plate of his food came out considerably earlier than the rest of the stuff and we were slightly confused on what it was. It appeared to be two taco shells under a large bed of lettuce with a queso-dipped chip next to it. About 15 min later his second plate of beans, rice, meat, etc came out along with my quesadillas. We still aren't too sure what the first plate was and why it was so early but either way the food tasted rather good. The quesadillas were actually meant as an appetizer but were filling enough as an entree. They had squash inside which was new and interesting! Overall impression: Through the evening we probably saw four different servers helping us and never waited for a refill or anything. Food was quick. Decor is cute. Place is fairly priced. Drinks, queso, and two meals plus tip for around $50 - not bad. Overall it was a nice night, would come back","alt=""4.0 star rating""",4,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Kelsey C.,"Houston, TX",0,14,,,9/12/17,"Pretty average. The queso didn't have a lot of flavor. We got the enchiladas and chile relleno and they were okay, not great. Our service wasn't very good either. Also, the margaritas are very strong.","alt=""3.0 star rating""",3,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Fran E. R.,"Mobile, AL",462,87,789,Elite ’17,1/14/16,"Great margaritas and free queso during happy hour (ends at 7pm). Just a warning: Don't visit this place with people who can't hold their liquour, as they will be tipsy and rosy-nosed after half of one. 
And I'm not personally speaking...","alt=""4.0 star rating""",4,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Jenny W.,"Conroe, TX",7,11,,,3/24/17,"I love, love, love their salsa. The chicken enchiladas are also amazing. I have never been disappointed when I come here.","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Lana H.,"Houston, TX",0,7,,,3/19/17,"My boyfriend and I love coming to Molina's and sitting at the bar, having margaritas and eating amazing food. Stephanie has been our bartender many times and she is the most personable and service oriented bartender. We love coming to visit her. She acts like she knows us and laughs a lot. Always a smile on her face. We love this spot.","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Nicole B.,"Houston, TX",151,143,33,Elite ’17,11/19/15,"My mama taught me young that if a Mexican restaurant doesn't get their Margaritas right...DO NOT trust the food to taste authentic. Therefore, when I ordered a house Mango Rita and it came in a tiny glass, with a big price tag and a not so yummy flavor, I knew I shouldn't have gone any further. My daddy taught me young that if the queso sucks, do not trust the food. Well, I ordered the queso and it tasted like plain ol melted Velveeta. 
The decor is cute, atmosphere friendly, and our server in the bar area was extremely sweet, but I probably won't be back anytime soon...and I definitely won't be participating in a happy hour here.","alt=""2.0 star rating""",2,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Amy T.,"Houston, TX",0,14,6,,4/11/16,"What a great place! I'm always on the hunt for a great Mexican restaurant and this fits the bill. Fantastic service and a warm and relaxing ambiance. 
The food was fresh and the presentation was appealing. Our server was friendly and attentive. Nelly is definitely the person to ask for! She always has a smile as though she truly enjoys her job and wants the diner to enjoy their experience.
I will definitely be back and recommend to friends!","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Nancy R.,"Houston, TX",59,121,91,Elite ’17,4/28/16,"Was late looking for a place to eat. The place is very warm, inviting and the decor is great. We sat at the bar and the service was very good. Heads up! Valet only, you really do not have a choice.THey block the whole parking lot.","alt=""4.0 star rating""",4,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Lauren F.,"Fremont, CA",2,53,27,,6/15/16,"The drinks are fantastic, top shelf margarita around $9 which isn't bad. Salsa is pretty spicy, but still delicious. Enjoyed the sitting area outside. The wait staff is fast, and kind. The drinks were probably the best of it all. The sangria margarita is to die for. It's a must if you come here and it's only 6-7$.","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=0,Anne U.,"Houston, TX",0,2,,,2/14/17,"My husband and I have always loved the Raulito's Shrimp Special here. Grilled shrimp over rice with bacony charro beans, guacamole, grilled veggies and sautéed onions. But we ordered it for takeout tonight and it was crummy. Small shrimp and the onions tasted weird. And $21 a plate! You can get the same plate across the street at El Rey for half the price, and the food is significantly better -- all of it! This location won't last if they don't fix what's wrong. It was Valentine's Day and no more than half the tables were full. A bad sign.","alt=""2.0 star rating""",2,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Nikki X.,"Houston, TX",4,425,965,,11/20/16,"I was very disappointed with the food here. The queso was way below average and it was probably the worst burrito I've had in Houston. But it might have just been that one dish, some of the food at the table next to us looked much better. The burrito was also super small, I'm used to Houston Mexican restaurants giving double that size","alt=""2.0 star rating""",2,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Edward M.,"Houston, TX",74,13,,,3/21/16,"I will drop by this Molina's for lunch pretty frequently. My favorite dish is the Berly's Burrito. But, aside from the food, the reason I keep coming back is the friendliness of the entire staff. 
The gentleman that hands me the menu when I come in is super nice and super friendly. The lady that brings the chips and salsa to my table is super sweet. The servers are always attentive to my margarita addiction. Even when it's so busy, I always have a great time. If you need a low key place for good tex-mex with A+ service, you should come here.","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Ken M.,"Houston, TX",0,238,,,6/4/16,"Showed up at 6:00 on a Thursday evening for dinner. No one eating, so we went to the bar to have happy hour margs first. 
First, no one who worked there knows how to smile or sound friendly.
Second, the two salsas were not very good, one of them had waaaay to much vinegar in it
Third, the free queso was so floury that it was inedible. Guess that's why it was free
Fourth, the $6 Frozen margs were tiny little things and very weak
Fifth, after 30 minutes, still no one eating in the place, just some people in the bar.
Left, went to teotihuacan and had jumbo tasty margs and great food.","alt=""2.0 star rating""",2,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Richard G.,"Houston, TX",0,3,,,3/27/17,Valet wrecked my car and refused to pay. Molinas agreed to pay and now will not. Will never eat here again. Not honorable people.,"alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Lilia R.,"Houston, TX",54,2,1,,3/22/16,"I'm sitting at the bar right now. And it seems like there's no staff present. I been waiting for someone to bring my check. And there's NO ONE. 
I'm trying to pay and leave. 
Food wise it was just ok. Not great. I like the decor, and bartender seems like a nice person, but she needs training. !!!! 
Since she kept me waiting for periods of time. When there's only two people sitting in the bar, including me. :(","alt=""2.0 star rating""",2,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,James C.,"Houston, TX",256,110,518,Elite ’17,5/22/15,I love Molina's and have been coming here for years. The food is always good and I have never been disappointed with any of the choices. I have probably tried nearly everything on the menu and it is reasonably priced. The staff is helpful in making the right choice and modifying any meal to my exact specifications.,"alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Shan W.,"Milwaukee, WI",1,10,13,,9/13/16,"If excessive grease is what you expected to see in you plate, and if fat and oil is the authentic Tex-Mex made of, then this is definately RIGHT place to visit. I do know Tex-Mex is not diet food, but not t expected to have a oil-dripping taco as my dinner tho.","alt=""3.0 star rating""",3,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Tyson P.,"Houston, TX",0,25,,,3/25/17,"Extremely average. Menu is filled with standard Mexican entrees, but they are nothing to brag about. My friend had Baja fish tacos and another who was craving ceviche, so she settled for the Campechana. The tacos were just fish and cabbage. Both were subpar to say the least. Not impressed. Prices are just okay considering the poor quality of food. I do not recommend this place if you really want Mexican. Just drive 1-mile up the road.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Daniel S.,"Humble, TX",9,4,,,9/18/16,"Was here for the first time yesterday, and I have to wonder ""why have I never been here before""? I ordered the Mexico City Dinner and I enjoyed everything on the plates! The food was hot and fresh, well seasoned, and delicious. This dinner is served with a bean tostada, and a ground beef taco, with quacamole on the side. My only small complaint was that that sure was a small amount of guac. The cheese enchiladas was so tasty, that I almost ordered another dinner. The chili sauce covered tamale was a little small, but it was delicious. Rice and fried beans were right on the money. Next time I visit I will definitely try something new. But that cheese enchilada will be tough to beat.","alt=""4.0 star rating""",4,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,R B.,"Bellaire, TX",0,1,,,3/5/17,"The worst service ever at any Molina's was at the Washington location. Three of us were half finished with our main course before the other three were served. Had to ask for drink refills each time, throughout our meal. The manager didn't offer any assistance except to say he'd check on our service issues. I guess he thought the free dessert would make everything better.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Caitlin S.,"Houston, TX",100,64,326,,9/23/15,"Molina's is a known Houston favorite. They offer excellent margaritas, keep them coming. Their enchiladas are our favorite menu item so far. If you're in the mood for good Mexican food this is a must try. Make note that they have a nice patio area to dine in to avoid the crowd.","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,David K.,"Houston, TX",14,58,18,Elite ’17,6/11/14,"My coworkers and I have been to this location probably one hundred times, no exaggeration. We continued to return over the years because of the fabulous service and strong margaritas brought out to us on the patio by our favorite server, Leydi. Sometime this year management changed. Things quickly went downhill. Soon, there were strangers asking me what I wanted to drink, instead of quickly bringing me a frozen margarita with salt within seconds of sitting down like Leydi would always do. Besides having to order at a restaurant I visit at least once a week and get the same thing every time, the new servers were not nearly as friendly nor endearing as Leydi is. We tolerated the new server schedule for two reasons: first, the margaritas were still on point. And secondly, we would still sometimes see the smiling face of our favorite server when she was allowed to work on the patio. 
Recently we visited and the margaritas were terrible -- first time ever experiencing this. The table of regulars that sits next to us noticed it as well--that's why I saw them drinking beer for the first time ever.
No Leydi on the patio, no good margaritas... What is the point of even going anymore? 
I decided to give it one more shot. On my most recent visit last week, I was informed that Molina's Cantina let Leydi go. She had provided the Molina family restaurant with about 20 years of service. 
That was the last straw. I will never step foot inside Molina's Cantina ever again after they way they treated their regulars and their best server. I encourage all of you to stay away. Rumor has it that Leydi can be found at another nice Mexican place on Durham. We will most likely make that our new go-to happy hour place.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Eva T.,"Conroe, TX",0,5,,,1/29/17,"After having a disappointing time at another location and with our group starving I did a quick check for mexican food near us and this one came up. Service was great, food was delicious, and their margaritas are good and strong.. food was pretty cheep too.. Thier timing was super fast too for a Saturday night.. we had a great time and this place saved our night... valet is complimentary as well... thanks !!!","alt=""4.0 star rating""",4,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Ashley R.,"Houston, TX",0,3,,,1/6/17,Elvia is the best bartender. Her ritas are on point. They are strong and custom to your request with sweetness or not. Request her!!! I'm def coming back!!,"alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Adrian K.,"College Station, TX",0,2,,,12/16/16,"If I could give this place no stars I would. They way overcharge for shitty food and drinks and the service was AWFUL. I never write reviews but this place was so bad I had to, save your money or go somewhere else.","alt=""1.0 star rating""",1,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Kelly L.,"Houston, TX",102,126,10,,5/22/15,"Wish I could give this place 10 stars. Especially my girl Sara who takes care of the patio tables! 
Delish food, solid STRONG margs, very nice and fast service, reasonable priced. Definitely my new go to tex mex joint. 
I love the mango salad (add grilled peppers and onions). My boyfriend always gets a combo plate, but changes the combo to what he wants vs what's on the menu. It's so great, they let you add and substitute things! 
They also have TVs on the patio. Go Rockets.","alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Yvette M.,"Houston, TX",77,42,38,,3/29/15,"Listen to your fellow Yelpers when they say to order the Jose dip! It's so good! I ordered the three taco plate and was not impressed at all. The meat was dry, and the rice and beans were nothing to rave about. We did get fabulous service which we did appreciate on a nice sunny afternoon. 
Overall summary: 
-Overpriced, mediocre food. 
-I've had better chips and salsa. 
-just order the Jose dip.","alt=""3.0 star rating""",3,molinas-cantina-houston-3,molinas-cantina-houston-3
https://www.yelp.com/biz/molinas-cantina-houston-3?start=20,Arian A.,"Los Angeles, CA",358,81,242,,1/26/15,Service Was great. My partner from LA is here in houston and first thing he noticed was the great service we got! We're sitting outside and it's clean and they're on top of serving tables outside as well as inside. Food was delicious i had the grilled fish taco -MUST TRY- and the beef queso is why we came and it was just perfect!! My partner had the chicken burrito and he loved everything down to the salsa to the little dessert they bring after you pay,"alt=""5.0 star rating""",5,molinas-cantina-houston-3,molinas-cantina-houston-3
